asset_id,price,size,side,timestamp
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218353963
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.36,100.0,bid,1750218353963
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218354040
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.36,100.0,bid,1750218354040
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218354120
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.36,100.0,bid,1750218354120
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218354226
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.36,100.0,bid,1750218354226
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218354313
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218354313
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218354614
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218354614
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218355251
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218355251
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218355540
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218355540
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218355741
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218355741
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218356115
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218356115
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218356240
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218356240
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218356437
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218356437
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218356524
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218356524
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218356739
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218356739
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218358151
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218358151
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218358760
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218358760
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218358964
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218358964
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218359230
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218359230
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218360344
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218360344
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218360549
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218360549
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218360634
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218360634
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218360735
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218360735
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218360963
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218360963
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218361053
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218361053
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218362772
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218362772
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218362875
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218362875
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218362955
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218362955
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218363065
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218363065
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218366658
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218366658
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218367162
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218367162
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218367274
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218367274
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218369087
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218369087
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218369168
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218369168
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218375111
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218375111
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218375915
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218375915
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218378707
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218378707
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218378824
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218378824
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218379119
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218379119
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218383341
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218383341
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218383654
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218383654
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218390475
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218390475
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218392757
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218392757
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218392874
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218392874
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218393065
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218393065
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218393184
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218393184
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218396497
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218396497
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218397393
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218397393
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218405224
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218405224
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218407564
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218407564
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218407635
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218407635
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218407720
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218407720
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218407853
25710935574867695279743917545485924741668079162095782936806777217229410741194,0.35,100.0,bid,1750218407853
19907336571514490664697153367667679939936374881220243775049933808546169661760,0.45,100.0,bid,1750218411738
