asset_id,price,size,side,timestamp
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,26.58,bid,1750209923240
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,26.58,bid,1750209923240
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,55.42,bid,1750209923357
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,55.42,bid,1750209923357
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,26.58,bid,1750209923357
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,26.58,bid,1750209923357
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,55.42,bid,1750209923555
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,55.42,bid,1750209923555
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,26.58,bid,1750209923555
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,26.58,bid,1750209923555
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,55.42,bid,1750209923636
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,55.42,bid,1750209923636
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,26.58,bid,1750209923636
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,26.58,bid,1750209923636
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,55.42,bid,1750209923769
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,55.42,bid,1750209923769
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,26.58,bid,1750209923769
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,26.58,bid,1750209923769
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,55.42,bid,1750209923862
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,55.42,bid,1750209923862
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,55.42,bid,1750209923946
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,55.42,bid,1750209923946
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,55.42,bid,1750209924047
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,55.42,bid,1750209924047
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,26.58,bid,1750209924047
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,26.58,bid,1750209924047
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,55.42,bid,1750209924145
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,55.42,bid,1750209924145
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,26.58,bid,1750209924145
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,26.58,bid,1750209924145
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,55.42,bid,1750209924254
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,55.42,bid,1750209924254
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,26.58,bid,1750209924254
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,26.58,bid,1750209924254
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,53.0,bid,1750209992995
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,53.0,bid,1750209992995
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,29.0,bid,1750209992995
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,29.0,bid,1750209992995
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,53.0,bid,1750209993151
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,53.0,bid,1750209993151
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,29.0,bid,1750209993151
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,29.0,bid,1750209993151
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,53.0,bid,1750209993525
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,53.0,bid,1750209993525
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,29.0,bid,1750209993525
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,29.0,bid,1750209993525
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,53.0,bid,1750209997014
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,53.0,bid,1750209997014
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,29.0,bid,1750209997014
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,29.0,bid,1750209997014
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750209997303
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750209997303
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,36.15,bid,1750209997303
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,36.15,bid,1750209997303
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750209997387
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750209997387
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,36.15,bid,1750209997387
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,36.15,bid,1750209997387
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750209997785
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750209997785
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,36.15,bid,1750209997785
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,36.15,bid,1750209997785
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750209997887
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750209997887
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,36.15,bid,1750209997887
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,36.15,bid,1750209997887
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750209998227
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750209998227
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,36.15,bid,1750209998227
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,36.15,bid,1750209998227
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750209998312
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750209998312
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,36.15,bid,1750209998312
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,36.15,bid,1750209998312
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750209999306
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750209999306
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,36.15,bid,1750209999306
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,36.15,bid,1750209999306
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750209999397
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750209999397
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,36.15,bid,1750209999397
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,36.15,bid,1750209999397
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750209999502
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750209999502
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,36.15,bid,1750209999502
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,36.15,bid,1750209999502
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750209999596
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750209999596
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,36.15,bid,1750209999596
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,36.15,bid,1750209999596
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750209999728
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750209999728
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,36.15,bid,1750209999728
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,36.15,bid,1750209999728
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750209999829
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750209999829
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,36.15,bid,1750209999829
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,36.15,bid,1750209999829
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750209999906
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750209999906
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,36.15,bid,1750209999906
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,36.15,bid,1750209999906
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210000011
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210000011
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,36.15,bid,1750210000011
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,36.15,bid,1750210000011
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210000114
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210000114
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,36.15,bid,1750210000114
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,36.15,bid,1750210000114
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210000201
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210000201
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,36.15,bid,1750210000201
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,36.15,bid,1750210000201
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210000687
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210000687
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,36.15,bid,1750210000687
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,36.15,bid,1750210000687
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210000928
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210000928
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,36.15,bid,1750210000928
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,36.15,bid,1750210000928
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210001008
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210001008
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,36.15,bid,1750210001008
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,36.15,bid,1750210001008
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210001137
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210001137
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,36.15,bid,1750210001137
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,36.15,bid,1750210001137
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210001213
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210001213
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,36.15,bid,1750210001213
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,36.15,bid,1750210001213
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210001308
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210001308
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,36.15,bid,1750210001308
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,36.15,bid,1750210001308
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210001398
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210001398
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,36.15,bid,1750210001398
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.43,36.15,bid,1750210001398
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210001518
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210001518
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210001600
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210001600
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210001682
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210001682
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210002013
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210002013
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210002231
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210002231
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210002311
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210002311
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210003024
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210003024
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210003340
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210003340
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210003526
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210003526
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210003631
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210003631
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210004011
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210004011
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210004100
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210004100
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210004220
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210004220
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210004814
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210004814
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210005721
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210005721
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210008627
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210008627
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210008727
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210008727
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210008813
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210008813
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210008945
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210008945
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210009038
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210009038
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210009331
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210009331
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210009620
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210009620
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210009978
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210009978
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210010041
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210010041
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210011442
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210011442
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210013164
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210013164
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210013470
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210013470
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210013855
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210013855
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210014199
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210014199
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210018464
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210018464
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210019296
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210019296
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210019496
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210019496
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210020686
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210020686
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210020901
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210020901
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210022566
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210022566
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210022894
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210022894
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210022988
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210022988
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210023535
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210023535
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210027531
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210027531
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210028412
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210028412
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210028633
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210028633
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210029063
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210029063
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210029147
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210029147
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210029246
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210029246
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210029450
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210029450
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210029546
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210029546
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210029669
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210029669
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210029831
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210029831
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210029962
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210029962
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210030058
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210030058
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210030350
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210030350
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210030774
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210030774
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210032693
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210032693
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210033346
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210033346
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210033754
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210033754
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210034175
5899348323059455657630528606815138588415095483052205208567031442326527433126,0.55,45.85,bid,1750210034175
76440473074388722537799893602404687230922238288182630419521127770642474448937,0.42,45.85,bid,1750210036161
