market_slug,market_id,asset_id,outcome_name,executed_at_timestamp,game_start_timestamp
mlb-sf-ari-2025-06-30,557397,1470984119977873389751899473447847095898735545390969941999770726693881015823,Giants,1751334033825,
mlb-sf-ari-2025-06-30,557397,35397585573187611830198438509813258844777979912559660295731530174168844383829,Diamondbacks,1751334033825,
