market_slug,asset_id,market_id,price,size,side,timestamp
mlb-hou-bal-2025-06-19,5899348323059455657630528606815138588415095483052205208567031442326527433126,,0.6,0.0,bid,
mlb-hou-bal-2025-06-19,76440473074388722537799893602404687230922238288182630419521127770642474448937,,0.39,0.0,bid,
mlb-hou-bal-2025-06-19,5899348323059455657630528606815138588415095483052205208567031442326527433126,,0.6,0.0,bid,
mlb-hou-bal-2025-06-19,76440473074388722537799893602404687230922238288182630419521127770642474448937,,0.39,0.0,bid,
mlb-hou-bal-2025-06-19,5899348323059455657630528606815138588415095483052205208567031442326527433126,,0.6,0.0,bid,
mlb-hou-bal-2025-06-19,76440473074388722537799893602404687230922238288182630419521127770642474448937,,0.39,0.0,bid,
mlb-hou-bal-2025-06-19,5899348323059455657630528606815138588415095483052205208567031442326527433126,,0.6,0.0,bid,
mlb-hou-bal-2025-06-19,76440473074388722537799893602404687230922238288182630419521127770642474448937,,0.38,0.0,bid,
mlb-hou-bal-2025-06-19,5899348323059455657630528606815138588415095483052205208567031442326527433126,,0.61,0.0,bid,
mlb-hou-bal-2025-06-19,76440473074388722537799893602404687230922238288182630419521127770642474448937,,0.38,0.0,bid,
mlb-hou-bal-2025-06-19,5899348323059455657630528606815138588415095483052205208567031442326527433126,,0.6,0.0,bid,
mlb-hou-bal-2025-06-19,76440473074388722537799893602404687230922238288182630419521127770642474448937,,0.38,0.0,bid,
mlb-hou-bal-2025-06-19,5899348323059455657630528606815138588415095483052205208567031442326527433126,,0.61,0.0,bid,
mlb-hou-bal-2025-06-19,76440473074388722537799893602404687230922238288182630419521127770642474448937,,0.38,0.0,bid,
mlb-hou-bal-2025-06-19,5899348323059455657630528606815138588415095483052205208567031442326527433126,,0.6,0.0,bid,
mlb-hou-bal-2025-06-19,76440473074388722537799893602404687230922238288182630419521127770642474448937,,0.38,0.0,bid,
mlb-hou-bal-2025-06-19,5899348323059455657630528606815138588415095483052205208567031442326527433126,,0.61,0.0,bid,
mlb-hou-bal-2025-06-19,76440473074388722537799893602404687230922238288182630419521127770642474448937,,0.38,0.0,bid,
mlb-hou-bal-2025-06-19,5899348323059455657630528606815138588415095483052205208567031442326527433126,,0.6,0.0,bid,
mlb-hou-bal-2025-06-19,76440473074388722537799893602404687230922238288182630419521127770642474448937,,0.38,0.0,bid,
mlb-hou-bal-2025-06-19,5899348323059455657630528606815138588415095483052205208567031442326527433126,,0.61,0.0,bid,
mlb-hou-bal-2025-06-19,76440473074388722537799893602404687230922238288182630419521127770642474448937,,0.38,0.0,bid,
mlb-hou-bal-2025-06-19,5899348323059455657630528606815138588415095483052205208567031442326527433126,,0.6,0.0,bid,
mlb-hou-bal-2025-06-19,76440473074388722537799893602404687230922238288182630419521127770642474448937,,0.38,0.0,bid,
mlb-hou-bal-2025-06-19,5899348323059455657630528606815138588415095483052205208567031442326527433126,,0.61,0.0,bid,
mlb-hou-bal-2025-06-19,76440473074388722537799893602404687230922238288182630419521127770642474448937,,0.38,0.0,bid,
mlb-hou-bal-2025-06-19,5899348323059455657630528606815138588415095483052205208567031442326527433126,,0.6,0.0,bid,
mlb-hou-bal-2025-06-19,76440473074388722537799893602404687230922238288182630419521127770642474448937,,0.38,0.0,bid,
mlb-hou-bal-2025-06-19,5899348323059455657630528606815138588415095483052205208567031442326527433126,,0.61,0.0,bid,
mlb-hou-bal-2025-06-19,76440473074388722537799893602404687230922238288182630419521127770642474448937,,0.38,0.0,bid,
