market_slug,market_id,asset_id,outcome_name,executed_at_timestamp,game_start_timestamp
mlb-cws-lad-2025-07-01,557554,94785239444839894332685140887691768044545610308811630510551694924212891737657,White Sox,1751413840541,
mlb-cws-lad-2025-07-01,557554,26913904490765546678825423878403761809684823877915635388507360790207584027339,Dodgers,1751413840541,
