market_slug,market_id,asset_id,outcome_name,executed_at_timestamp,game_start_timestamp
mlb-kc-sea-2025-06-30,557396,66943653321534172300416438672643715254654858529824897927583911336485329951626,Royals,1751334033821,
mlb-kc-sea-2025-06-30,557396,34673313241742121039952842589243180773761016384016743728693214944721109128481,Mariners,1751334033821,
