market_slug,market_id,asset_id,outcome_name,executed_at_timestamp,game_start_timestamp
mlb-sf-ari-2025-07-01,557553,61254958056865679570621073187107657670429472422883790895713809480355112968367,Giants,1751413840534,
mlb-sf-ari-2025-07-01,557553,11179845496882021218980096653403945205246340491075668594695177714914432142926,Diamondbacks,1751413840534,
