trade_dttm,trader_id,trader_name,side,amount,price,value,event_id,market_title,market_subtitle,outcome,market_icon,trader_tags
2025-05-30 17:09:19,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,20.0,0.15,3.0,25325,Elon Musk Net Worth on June 30?,<$350b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:09:17,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,2.01,0.05100000000000001,0.10251,25325,Elon Musk Net Worth on June 30?,$390b - $400b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:09:17,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,2.01,0.4000000000000001,0.804,25325,Elon Musk Net Worth on June 30?,>$400b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:09:17,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,2.01,0.07,0.1407,25325,Elon Musk Net Worth on June 30?,$350b - $360b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:09:17,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,2.01,0.14,0.2814,25325,Elon Musk Net Worth on June 30?,$380b - $390b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:09:17,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,2.01,0.13,0.2613,25325,Elon Musk Net Worth on June 30?,$360b - $370b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:09:17,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,2.01,0.15000000000000002,0.3015,25325,Elon Musk Net Worth on June 30?,<$350b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:09:15,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,5.49,0.051000000000000004,0.27999,25325,Elon Musk Net Worth on June 30?,$390b - $400b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:09:15,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,5.49,0.4,2.196,25325,Elon Musk Net Worth on June 30?,>$400b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:09:15,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,5.49,0.06999999999999999,0.3843,25325,Elon Musk Net Worth on June 30?,$350b - $360b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:09:15,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,5.49,0.13,0.7137,25325,Elon Musk Net Worth on June 30?,$380b - $390b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:09:15,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,5.49,0.06999999999999999,0.3843,25325,Elon Musk Net Worth on June 30?,$370b - $380b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:09:15,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,5.49,0.13,0.7137,25325,Elon Musk Net Worth on June 30?,$360b - $370b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:09:15,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,5.49,0.15,0.8235,25325,Elon Musk Net Worth on June 30?,<$350b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:08:49,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,4.9399999999999995,0.78,3.8531999999999997,25475,"Ethereum Price - May 30, 5PM ET",2500-2600,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/ETH+fullsize.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:08:49,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,4.9399999999999995,0.08199999999999999,0.4050799999999999,25475,"Ethereum Price - May 30, 5PM ET",<2500,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/ETH+fullsize.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:08:49,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,4.9399999999999995,0.13999999999999999,0.6915999999999999,25475,"Ethereum Price - May 30, 5PM ET",2600-2700,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/ETH+fullsize.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:08:47,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,17.03,0.7799999999999999,13.2834,25475,"Ethereum Price - May 30, 5PM ET",2500-2600,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/ETH+fullsize.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:08:47,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,17.03,0.082,1.3964600000000003,25475,"Ethereum Price - May 30, 5PM ET",<2500,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/ETH+fullsize.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:08:47,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,17.03,0.13999999999999999,2.3842,25475,"Ethereum Price - May 30, 5PM ET",2600-2700,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/ETH+fullsize.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:08:45,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,42.97,0.7799999999999999,33.5166,25475,"Ethereum Price - May 30, 5PM ET",2500-2600,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/ETH+fullsize.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:08:45,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,42.97,0.081,3.48057,25475,"Ethereum Price - May 30, 5PM ET",<2500,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/ETH+fullsize.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:08:45,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,42.97,0.13999999999999999,6.0158,25475,"Ethereum Price - May 30, 5PM ET",2600-2700,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/ETH+fullsize.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:06:49,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,19.34,0.005,0.09670000000000001,19722,2025 U.S. Open Winner (Golf),Sungjae Im,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/2025-us-open-golf-winner-OUrLIzWjPhbN.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:05:51,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,20.0,0.052000000000000005,1.04,25325,Elon Musk Net Worth on June 30?,$390b - $400b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:05:51,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,20.0,0.4,8.0,25325,Elon Musk Net Worth on June 30?,>$400b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:05:51,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,20.0,0.06999999999999999,1.4,25325,Elon Musk Net Worth on June 30?,$350b - $360b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:05:51,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,20.0,0.12,2.4,25325,Elon Musk Net Worth on June 30?,$380b - $390b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:05:51,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,20.0,0.06999999999999999,1.4,25325,Elon Musk Net Worth on June 30?,$370b - $380b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:05:51,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,20.0,0.13999999999999999,2.8,25325,Elon Musk Net Worth on June 30?,$360b - $370b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:05:51,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,20.0,0.15,3.0,25325,Elon Musk Net Worth on June 30?,<$350b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:04:45,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,1.75,0.31,0.5425,25312,Lee Jae-myung % of vote in South Korea Election? (2% Brackets),51-53%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-lee-jae-myung-win-between-51-and-53-of-the-vote-in-the-south-korea-election-u9ZKSpYW7AkI.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:04:23,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,34.08,0.006,0.20448,25207,F1 Spanish Grand Prix: Pole Winner ,George Russell,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/f1-constructors-champion-2025-PULWDiyoGXZ7.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:00:07,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,16.71,0.0009999999999999998,0.01671,25113,Solana price on May 30?,>200,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/SOL+fullsize.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:58:15,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,5.5600000000000005,0.61,3.3916000000000004,24096, Lee Jae-myung % of vote in South Korea Election?,50-55%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/lee-jae-myung-of-vote-in-south-korea-election-J2mlH0-nMj2D.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:58:15,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,5.5600000000000005,0.28,1.5568000000000002,24096, Lee Jae-myung % of vote in South Korea Election?,45-50%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/lee-jae-myung-of-vote-in-south-korea-election-J2mlH0-nMj2D.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:58:15,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,5.5600000000000005,0.026000000000000002,0.14456000000000002,24096, Lee Jae-myung % of vote in South Korea Election?,40-45%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/lee-jae-myung-of-vote-in-south-korea-election-J2mlH0-nMj2D.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:58:15,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,10.0,0.002,0.02,25473,"Bitcoin Price - May 30, 5PM ET",>108k,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:58:15,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,5.5600000000000005,0.08,0.44480000000000003,24096, Lee Jae-myung % of vote in South Korea Election?,55-60%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/lee-jae-myung-of-vote-in-south-korea-election-J2mlH0-nMj2D.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:58:15,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,5.5600000000000005,0.0030000000000000005,0.016680000000000004,24096, Lee Jae-myung % of vote in South Korea Election?,<35%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/lee-jae-myung-of-vote-in-south-korea-election-J2mlH0-nMj2D.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:58:15,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,10.0,0.03,0.3,25473,"Bitcoin Price - May 30, 5PM ET",106-107k,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:58:15,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,5.5600000000000005,0.001,0.005560000000000001,24096, Lee Jae-myung % of vote in South Korea Election?,60-65%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/lee-jae-myung-of-vote-in-south-korea-election-J2mlH0-nMj2D.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:58:15,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,10.0,0.97,9.7,25473,"Bitcoin Price - May 30, 5PM ET",<106k,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:58:15,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,5.5600000000000005,0.002,0.011120000000000001,24096, Lee Jae-myung % of vote in South Korea Election?,35-40%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/lee-jae-myung-of-vote-in-south-korea-election-J2mlH0-nMj2D.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:58:15,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,10.0,0.001,0.01,25473,"Bitcoin Price - May 30, 5PM ET",107-108k,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:53:37,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,5.0,0.143,0.715,24433,May Inflation - Annual,2.3%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/january-inflation-annual-vp5qkgK2R7Et.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:53:37,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,5.0,0.18,0.8999999999999999,24433,May Inflation - Annual,≥2.6%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/january-inflation-annual-vp5qkgK2R7Et.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:53:37,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,5.0,0.4,2.0,24433,May Inflation - Annual,2.4%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/january-inflation-annual-vp5qkgK2R7Et.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:53:37,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,5.0,0.052000000000000005,0.26,24433,May Inflation - Annual,≤2.2%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/january-inflation-annual-vp5qkgK2R7Et.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:53:37,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,5.0,0.22999999999999998,1.15,24433,May Inflation - Annual,2.5%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/january-inflation-annual-vp5qkgK2R7Et.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:51:41,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,192.0,0.001,0.192,25089,Ethereum price on May 30?,<2500,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/ETH+fullsize.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:51:23,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,8.76,0.052,0.45552,24207,Which country will Pope Leo visit first?,Ukraine,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/which-country-will-pope-leo-visit-first-ynsPn_XwAyLu.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:51:23,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,8.76,0.11,0.9636,24207,Which country will Pope Leo visit first?,Peru,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/which-country-will-pope-leo-visit-first-ynsPn_XwAyLu.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:51:23,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,8.76,0.53,4.6428,24207,Which country will Pope Leo visit first?,Turkey,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/which-country-will-pope-leo-visit-first-ynsPn_XwAyLu.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:51:23,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,8.76,0.012,0.10512,24207,Which country will Pope Leo visit first?,Mexico,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/which-country-will-pope-leo-visit-first-ynsPn_XwAyLu.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:51:23,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,8.76,0.007,0.06132,24207,Which country will Pope Leo visit first?,Brazil,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/which-country-will-pope-leo-visit-first-ynsPn_XwAyLu.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:51:23,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,8.76,0.021,0.18396,24207,Which country will Pope Leo visit first?,Philippines,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/which-country-will-pope-leo-visit-first-ynsPn_XwAyLu.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:51:23,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,8.76,0.085,0.7446,24207,Which country will Pope Leo visit first?,Argentina,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/which-country-will-pope-leo-visit-first-ynsPn_XwAyLu.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:51:23,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,8.76,0.055,0.4818,24207,Which country will Pope Leo visit first?,U.S.,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/which-country-will-pope-leo-visit-first-ynsPn_XwAyLu.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:51:23,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,8.76,0.006,0.05256,24207,Which country will Pope Leo visit first?,Germany,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/which-country-will-pope-leo-visit-first-ynsPn_XwAyLu.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:51:23,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,8.76,0.005,0.0438,24207,Which country will Pope Leo visit first?,Spain,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/which-country-will-pope-leo-visit-first-ynsPn_XwAyLu.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:51:23,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,8.76,0.12400000000000001,1.08624,24207,Which country will Pope Leo visit first?,Other,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/which-country-will-pope-leo-visit-first-ynsPn_XwAyLu.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:51:11,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,10.74,0.05,0.537,25473,"Bitcoin Price - May 30, 5PM ET",106-107k,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:51:11,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,10.74,0.95,10.203,25473,"Bitcoin Price - May 30, 5PM ET",<106k,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:51:11,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,10.74,0.001,0.010740000000000001,25473,"Bitcoin Price - May 30, 5PM ET",107-108k,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:51:09,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,10.74,0.002,0.021480000000000003,25473,"Bitcoin Price - May 30, 5PM ET",>108k,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:50:49,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,25.0,0.75,18.75,25475,"Ethereum Price - May 30, 5PM ET",2500-2600,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/ETH+fullsize.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:50:49,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,25.0,0.001,0.025,25475,"Ethereum Price - May 30, 5PM ET",>2700,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/ETH+fullsize.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:50:49,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,25.0,0.16,4.0,25475,"Ethereum Price - May 30, 5PM ET",<2500,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/ETH+fullsize.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:50:49,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,25.0,0.09,2.25,25475,"Ethereum Price - May 30, 5PM ET",2600-2700,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/ETH+fullsize.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:47:21,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,54.81,0.13999999999999999,7.673399999999999,24796,Poland Presidential Election Margin of Victory,Trzaskowski 4-8%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-rafa-trzaskowski-win-by-4-8-lta4KryArdHZ.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:47:21,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,54.81,0.004,0.21924000000000002,24796,Poland Presidential Election Margin of Victory,Nawrocki >8%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-karol-nawrocki-win-by-over-8-3uWqxRlq3G1y.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 16:47:21,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,54.81,0.042,2.30202,24796,Poland Presidential Election Margin of Victory,Nawrocki 4-8%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-karol-nawrocki-win-by-4-8-P7izAHrUVUa4.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
