trade_dt,token_id,event_id,open_price,high_price,low_price,close_price,question,insert_time
2024-04-03 00:00:00,110407040728841074653579811857395734742462679244768470248891403370982657391624,10018,0.41,0.41,0.41,0.41,Sam Brown,2025-05-31 13:01:08
2024-04-03 00:00:00,67907845702606698787174525606026822541237125710080743620205634926727922648427,10018,0.594059405940594,0.594059405940594,0.594059405940594,0.594059405940594,Jacky Rosen,2025-05-31 13:01:08
2024-04-04 00:00:00,110407040728841074653579811857395734742462679244768470248891403370982657391624,10018,0.4,0.4,0.4,0.4,Sam Brown,2025-05-31 13:01:08
2024-04-04 00:00:00,67907845702606698787174525606026822541237125710080743620205634926727922648427,10018,0.6,0.6,0.6,0.6,Jacky Rosen,2025-05-31 13:01:08
2024-04-05 00:00:00,67907845702606698787174525606026822541237125710080743620205634926727922648427,10018,0.6,0.6,0.59,0.6,Jacky Rosen,2025-05-31 13:01:08
2024-04-07 00:00:00,110407040728841074653579811857395734742462679244768470248891403370982657391624,10018,0.4,0.4,0.4,0.4,Sam Brown,2025-05-31 13:01:08
2024-04-08 00:00:00,110407040728841074653579811857395734742462679244768470248891403370982657391624,10018,0.39000014030010804,0.39000014030010804,0.39000014030010804,0.39000014030010804,Sam Brown,2025-05-31 13:01:08
2024-04-08 00:00:00,67907845702606698787174525606026822541237125710080743620205634926727922648427,10018,0.5899998465998865,0.5899998465998865,0.5899998465998865,0.5899998465998865,Jacky Rosen,2025-05-31 13:01:08
2024-04-09 00:00:00,67907845702606698787174525606026822541237125710080743620205634926727922648427,10018,0.5899999952799998,0.5899999952799998,0.5899999952799998,0.5899999952799998,Jacky Rosen,2025-05-31 13:01:08
2024-04-12 00:00:00,67907845702606698787174525606026822541237125710080743620205634926727922648427,10018,0.58,0.6,0.58,0.6,Jacky Rosen,2025-05-31 13:01:08
2024-04-27 00:00:00,110407040728841074653579811857395734742462679244768470248891403370982657391624,10018,0.4,0.4,0.4,0.4,Sam Brown,2025-05-31 13:01:08
2024-05-04 00:00:00,67907845702606698787174525606026822541237125710080743620205634926727922648427,10018,0.6,0.6,0.6,0.6,Jacky Rosen,2025-05-31 13:01:08
2024-05-05 00:00:00,110407040728841074653579811857395734742462679244768470248891403370982657391624,10018,0.39999999999999997,0.4,0.39999999999999997,0.4,Sam Brown,2025-05-31 13:01:08
2024-05-06 00:00:00,110407040728841074653579811857395734742462679244768470248891403370982657391624,10018,0.4,0.4,0.4,0.4,Sam Brown,2025-05-31 13:01:08
2024-05-13 00:00:00,110407040728841074653579811857395734742462679244768470248891403370982657391624,10018,0.41,0.42,0.41,0.42,Sam Brown,2025-05-31 13:01:08
2024-05-13 00:00:00,67907845702606698787174525606026822541237125710080743620205634926727922648427,10018,0.58,0.58,0.58,0.58,Jacky Rosen,2025-05-31 13:01:08
2024-05-16 00:00:00,110407040728841074653579811857395734742462679244768470248891403370982657391624,10018,0.43999999559999986,0.43999999559999986,0.4313725483852364,0.43999999559999986,Sam Brown,2025-05-31 13:01:08
2024-05-21 00:00:00,110407040728841074653579811857395734742462679244768470248891403370982657391624,10018,0.41,0.42,0.41,0.42,Sam Brown,2025-05-31 13:01:08
2024-05-24 00:00:00,110407040728841074653579811857395734742462679244768470248891403370982657391624,10018,0.43,0.43,0.42999999713333326,0.42999999713333326,Sam Brown,2025-05-31 13:01:08
2024-05-27 00:00:00,67907845702606698787174525606026822541237125710080743620205634926727922648427,10018,0.5700000000000001,0.5700000000000001,0.509009009009009,0.509009009009009,Jacky Rosen,2025-05-31 13:01:08
2024-05-28 00:00:00,110407040728841074653579811857395734742462679244768470248891403370982657391624,10018,0.43999975359964516,0.43999975359964516,0.43999975359964516,0.43999975359964516,Sam Brown,2025-05-31 13:01:08
2024-05-28 00:00:00,67907845702606698787174525606026822541237125710080743620205634926727922648427,10018,0.5099998316998873,0.5399999954343689,0.509996939712333,0.5399999954343689,Jacky Rosen,2025-05-31 13:01:08
2024-05-29 00:00:00,67907845702606698787174525606026822541237125710080743620205634926727922648427,10018,0.54,0.54,0.54,0.54,Jacky Rosen,2025-05-31 13:01:08
2024-05-31 00:00:00,10062431395534115098437472924734094339740167484028803240283624729240003601029,10018,0.003,0.003,0.003,0.003,Other,2025-05-31 13:01:08
2024-05-31 00:00:00,110407040728841074653579811857395734742462679244768470248891403370982657391624,10018,0.43,0.43000000000000005,0.42000000000000004,0.42000000000000004,Sam Brown,2025-05-31 13:01:08
2024-06-03 00:00:00,67907845702606698787174525606026822541237125710080743620205634926727922648427,10018,0.5399999902799992,0.5399999902799992,0.5399999902799992,0.5399999902799992,Jacky Rosen,2025-05-31 13:01:08
2024-06-04 00:00:00,67907845702606698787174525606026822541237125710080743620205634926727922648427,10018,0.52,0.52,0.52,0.52,Jacky Rosen,2025-05-31 13:01:08
2024-06-06 00:00:00,10062431395534115098437472924734094339740167484028803240283624729240003601029,10018,0.019000000021111112,0.019000000021111112,0.018999989465555544,0.019000000021111112,Other,2025-05-31 13:01:08
2024-06-06 00:00:00,110407040728841074653579811857395734742462679244768470248891403370982657391624,10018,0.43000000000000005,0.43000000000000005,0.43000000000000005,0.43000000000000005,Sam Brown,2025-05-31 13:01:08
2024-06-06 00:00:00,67907845702606698787174525606026822541237125710080743620205634926727922648427,10018,0.5199999999999999,0.5199999999999999,0.5199999999999999,0.5199999999999999,Jacky Rosen,2025-05-31 13:01:08
2024-06-09 00:00:00,67907845702606698787174525606026822541237125710080743620205634926727922648427,10018,0.54,0.54,0.54,0.54,Jacky Rosen,2025-05-31 13:01:08
2024-06-12 00:00:00,67907845702606698787174525606026822541237125710080743620205634926727922648427,10018,0.53,0.53,0.53,0.53,Jacky Rosen,2025-05-31 13:01:08
2024-06-16 00:00:00,67907845702606698787174525606026822541237125710080743620205634926727922648427,10018,0.54,0.54,0.5300000070500003,0.5300000070500003,Jacky Rosen,2025-05-31 13:01:08
2024-06-18 00:00:00,67907845702606698787174525606026822541237125710080743620205634926727922648427,10018,0.53,0.5399999902799992,0.53,0.5399999902799992,Jacky Rosen,2025-05-31 13:01:08
2024-06-20 00:00:00,110407040728841074653579811857395734742462679244768470248891403370982657391624,10018,0.43,0.43,0.41999999999999993,0.42,Sam Brown,2025-05-31 13:01:08
2024-06-20 00:00:00,67907845702606698787174525606026822541237125710080743620205634926727922648427,10018,0.5399999999999999,0.58,0.5399999999999999,0.58,Jacky Rosen,2025-05-31 13:01:08
2024-06-21 00:00:00,10062431395534115098437472924734094339740167484028803240283624729240003601029,10018,0.004,0.004,0.0030000000000000005,0.0030000000000000005,Other,2025-05-31 13:01:08
2024-06-21 00:00:00,110407040728841074653579811857395734742462679244768470248891403370982657391624,10018,0.42,0.42,0.41000000000000003,0.41000000000000003,Sam Brown,2025-05-31 13:01:08
2024-06-21 00:00:00,67907845702606698787174525606026822541237125710080743620205634926727922648427,10018,0.5899999982383552,0.5899999982383552,0.5899999982383552,0.5899999982383552,Jacky Rosen,2025-05-31 13:01:08
