trade_dt,token_id,event_id,open_price,high_price,low_price,close_price,question,insert_time
2025-01-06 00:00:00,29790833896900511972578115676292802215090102551949039910058298569782639493200,16403,0.40999982369989946,0.95,0.039999999999999994,0.4,Chargers vs. Texans - Texans,2025-05-31 14:01:01
2025-01-06 00:00:00,9512366616502553113701155174432964511959850750494081586013482626707746716194,16403,0.5900001763001005,0.7242549269724412,0.03,0.6,Chargers vs. Texans - Chargers,2025-05-31 14:01:01
2025-01-07 00:00:00,29790833896900511972578115676292802215090102551949039910058298569782639493200,16403,0.40999994464997985,0.4199999880999994,0.3899999999999999,0.4,Chargers vs. Texans - Texans,2025-05-31 14:01:01
2025-01-07 00:00:00,9512366616502553113701155174432964511959850750494081586013482626707746716194,16403,0.5900000553500203,0.61,0.5800000119000007,0.6,Chargers vs. Texans - Chargers,2025-05-31 14:01:01
2025-01-08 00:00:00,29790833896900511972578115676292802215090102551949039910058298569782639493200,16403,0.400000060000024,0.42000000000000004,0.39999999999999997,0.4,Chargers vs. Texans - Texans,2025-05-31 14:01:01
2025-01-08 00:00:00,9512366616502553113701155174432964511959850750494081586013482626707746716194,16403,0.599999939999976,0.6000000000000001,0.58,0.5900000037485715,Chargers vs. Texans - Chargers,2025-05-31 14:01:01
2025-01-09 00:00:00,29790833896900511972578115676292802215090102551949039910058298569782639493200,16403,0.39999999999999997,0.4199999999244,0.39999999999999997,0.41,Chargers vs. Texans - Texans,2025-05-31 14:01:01
2025-01-09 00:00:00,9512366616502553113701155174432964511959850750494081586013482626707746716194,16403,0.6,0.6000000000000001,0.58,0.5900000000000001,Chargers vs. Texans - Chargers,2025-05-31 14:01:01
2025-01-10 00:00:00,29790833896900511972578115676292802215090102551949039910058298569782639493200,16403,0.4,0.42000000000000004,0.3999999999999999,0.4,Chargers vs. Texans - Texans,2025-05-31 14:01:01
2025-01-10 00:00:00,9512366616502553113701155174432964511959850750494081586013482626707746716194,16403,0.6,0.6000000000000001,0.58,0.6000000000000001,Chargers vs. Texans - Chargers,2025-05-31 14:01:01
2025-01-11 00:00:00,29790833896900511972578115676292802215090102551949039910058298569782639493200,16403,0.39999999999999997,0.752970284967648,0.16999999999999998,0.68,Chargers vs. Texans - Texans,2025-05-31 14:01:01
2025-01-11 00:00:00,9512366616502553113701155174432964511959850750494081586013482626707746716194,16403,0.6,0.83,0.22000001132258412,0.32,Chargers vs. Texans - Chargers,2025-05-31 14:01:01
2025-01-12 00:00:00,29790833896900511972578115676292802215090102551949039910058298569782639493200,16403,0.7400000000000001,0.9990000000000001,0.64,0.999,Chargers vs. Texans - Texans,2025-05-31 14:01:01
2025-01-12 00:00:00,9512366616502553113701155174432964511959850750494081586013482626707746716194,16403,0.26,0.3565,0.0009999999999999998,0.001,Chargers vs. Texans - Chargers,2025-05-31 14:01:01
