trade_dttm,trader_id,trader_name,side,amount,price,value,event_id,market_title,market_subtitle,outcome,market_icon,trader_tags
2025-05-30 17:03:13,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,600.0,0.43899999999999995,263.4,14874,Poland Presidential Election,Rafał Trzaskowski,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-rafa-trzaskowski-be-the-next-president-of-poland-idcXVojxVfkb.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 17:03:13,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,600.0,0.56,336.00000000000006,14874,Poland Presidential Election,Karol Nawrocki,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-karol-nawrocki-be-the-next-president-of-namibia-z_eSKTcwRkOu.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 17:03:01,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,2202.55,0.43899999999999995,966.91945,14874,Poland Presidential Election,Rafał Trzaskowski,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-rafa-trzaskowski-be-the-next-president-of-poland-idcXVojxVfkb.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 17:03:01,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,2202.55,0.56,1233.428,14874,Poland Presidential Election,Karol Nawrocki,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-karol-nawrocki-be-the-next-president-of-namibia-z_eSKTcwRkOu.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 17:02:25,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,10.0,0.93,9.3,21386,Indian Premier League Champion 2025,Gujarat Titans,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/indian-premier-league-champion-2025-1QvEZ1gUmIUK.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 17:02:25,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,10.0,0.58,5.8,21386,Indian Premier League Champion 2025, Royal Challengers Bengaluru,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/indian-premier-league-champion-2025-1QvEZ1gUmIUK.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 17:02:25,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,10.0,0.8400000000000001,8.4,21386,Indian Premier League Champion 2025,Punjab Kings,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/indian-premier-league-champion-2025-1QvEZ1gUmIUK.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 17:01:41,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,10.0,0.43099999999999994,4.31,14874,Poland Presidential Election,Rafał Trzaskowski,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-rafa-trzaskowski-be-the-next-president-of-poland-idcXVojxVfkb.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 17:01:41,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,10.0,0.5660000000000001,5.66,14874,Poland Presidential Election,Karol Nawrocki,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-karol-nawrocki-be-the-next-president-of-namibia-z_eSKTcwRkOu.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 17:01:37,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,5990.0,0.435,2605.65,14874,Poland Presidential Election,Rafał Trzaskowski,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-rafa-trzaskowski-be-the-next-president-of-poland-idcXVojxVfkb.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 17:01:35,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,5990.0,0.5640000000000001,3378.36,14874,Poland Presidential Election,Karol Nawrocki,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-karol-nawrocki-be-the-next-president-of-namibia-z_eSKTcwRkOu.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 17:01:21,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,7.09,0.43000000000000005,3.0487,14874,Poland Presidential Election,Rafał Trzaskowski,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-rafa-trzaskowski-be-the-next-president-of-poland-idcXVojxVfkb.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 17:01:11,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,110.0,0.434,47.74,14874,Poland Presidential Election,Rafał Trzaskowski,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-rafa-trzaskowski-be-the-next-president-of-poland-idcXVojxVfkb.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 17:01:11,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,100.0,0.565,56.49999999999999,14874,Poland Presidential Election,Karol Nawrocki,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-karol-nawrocki-be-the-next-president-of-namibia-z_eSKTcwRkOu.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 17:00:49,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,10.0,0.43099999999999994,4.31,14874,Poland Presidential Election,Rafał Trzaskowski,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-rafa-trzaskowski-be-the-next-president-of-poland-idcXVojxVfkb.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 17:00:49,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,10.0,0.568,5.68,14874,Poland Presidential Election,Karol Nawrocki,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-karol-nawrocki-be-the-next-president-of-namibia-z_eSKTcwRkOu.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 17:00:47,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,60.0,0.431,25.86,14874,Poland Presidential Election,Rafał Trzaskowski,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-rafa-trzaskowski-be-the-next-president-of-poland-idcXVojxVfkb.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 17:00:47,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,60.0,0.568,34.08,14874,Poland Presidential Election,Karol Nawrocki,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-karol-nawrocki-be-the-next-president-of-namibia-z_eSKTcwRkOu.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 17:00:41,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,10.0,0.43099999999999994,4.31,14874,Poland Presidential Election,Rafał Trzaskowski,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-rafa-trzaskowski-be-the-next-president-of-poland-idcXVojxVfkb.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 17:00:41,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,10.0,0.568,5.68,14874,Poland Presidential Election,Karol Nawrocki,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-karol-nawrocki-be-the-next-president-of-namibia-z_eSKTcwRkOu.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 17:00:31,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,10.0,0.43,4.3,14874,Poland Presidential Election,Rafał Trzaskowski,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-rafa-trzaskowski-be-the-next-president-of-poland-idcXVojxVfkb.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 17:00:31,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,10.0,0.5690000000000001,5.69,14874,Poland Presidential Election,Karol Nawrocki,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-karol-nawrocki-be-the-next-president-of-namibia-z_eSKTcwRkOu.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 16:59:03,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,490.0,0.429,210.21,14874,Poland Presidential Election,Rafał Trzaskowski,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-rafa-trzaskowski-be-the-next-president-of-poland-idcXVojxVfkb.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 16:59:01,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,490.0,0.5700000000000001,279.3,14874,Poland Presidential Election,Karol Nawrocki,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-karol-nawrocki-be-the-next-president-of-namibia-z_eSKTcwRkOu.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 16:58:23,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,638.34,0.5748433436726509,366.9455,14874,Poland Presidential Election,Karol Nawrocki,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-karol-nawrocki-be-the-next-president-of-namibia-z_eSKTcwRkOu.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 16:58:21,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,638.34,0.424,270.65616,14874,Poland Presidential Election,Rafał Trzaskowski,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-rafa-trzaskowski-be-the-next-president-of-poland-idcXVojxVfkb.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 16:57:45,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,70.0,0.428,29.96,14874,Poland Presidential Election,Rafał Trzaskowski,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-rafa-trzaskowski-be-the-next-president-of-poland-idcXVojxVfkb.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 16:57:45,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,70.0,0.571,39.97,14874,Poland Presidential Election,Karol Nawrocki,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-karol-nawrocki-be-the-next-president-of-namibia-z_eSKTcwRkOu.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 16:57:17,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,20.0,0.429,8.58,14874,Poland Presidential Election,Rafał Trzaskowski,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-rafa-trzaskowski-be-the-next-president-of-poland-idcXVojxVfkb.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 16:57:17,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,50.0,0.996,49.8,22977,ECB Interest Rates: June 2025,50+ bps decrease,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/ecb-interest-rates-april-2025-DJ5nB6uaqtx5.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 16:57:17,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,10.0,0.5700000000000001,5.700000000000001,14874,Poland Presidential Election,Karol Nawrocki,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-karol-nawrocki-be-the-next-president-of-namibia-z_eSKTcwRkOu.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 16:57:15,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,50.0,0.998,49.9,22977,ECB Interest Rates: June 2025,Increase,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/ecb-interest-rates-april-2025-DJ5nB6uaqtx5.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
2025-05-30 16:57:15,0xd218e474776403a330142299f7796e8ba32eb5c9,cigarettes,buy,50.0,0.038,1.9,22977,ECB Interest Rates: June 2025,25 bps decrease,No,https://polymarket-upload.s3.us-east-2.amazonaws.com/ecb-interest-rates-april-2025-DJ5nB6uaqtx5.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions; Politics PnL > $100k
